tourney_id,tourney_name,surface,tourney_date,tourney_spectators,tourney_revenue
2018-W-WITF-ITA-22A-2018,imola  25k,Carpet,2018-07-16,3062.0,599630.71
2018-W-WITF-ITA-23A-2018,schio  15k,Clay,2018-07-23,2952.0,570637.43
2018-W-WITF-ITA-24A-2018,biella  15k,Clay,2018-07-30,3754.0,933936.75
2018-W-WITF-ITA-25A-2018,sezze  15k,Clay,2018-08-06,3743.0,690224.03
2018-W-WITF-ITA-26A-2018,cuneo  15k,Clay,2018-08-13,2550.0,454273.09
2018-W-WITF-ITA-27A-2018,bagnatica  25k,Clay,2018-08-27,3383.0,828361.1
2018-W-WITF-ITA-28A-2018,trieste  15k,Clay,2018-09-03,3227.0,758726.97
2018-W-WITF-ITA-29A-2018,santa margherita di pula  25k,Clay,2018-09-10,4397.0,1140555.12
2018-W-WITF-ITA-30A-2018,santa margherita di pula  25k,Clay,2018-09-17,4120.0,874868.69
2018-W-WITF-ITA-31A-2018,santa margherita di pula  25k,Clay,2018-09-24,2297.0,575652.07
2018-W-WITF-ITA-32A-2018,santa margherita di pula  25k,Clay,2018-10-01,3166.0,569559.5
2018-W-WITF-ITA-33A-2018,santa margherita di pula  25k,Clay,2018-10-08,4428.0,1045604.43
2018-W-WITF-ITA-34A-2018,santa margherita di pula  25k,Clay,2018-10-15,2479.0,612974.25
2018-W-WITF-ITA-35A-2018,santa margherita di pula  25k,Clay,2018-10-22,2236.0,480411.62
2018-W-WITF-ITA-36A-2018,santa margherita di pula  25k,Clay,2018-10-29,3031.0,664290.83
2018-W-WITF-ITA-37A-2018,cordenons  15k,Clay,2018-11-05,3672.0,722492.14
2018-W-WITF-ITA-38A-2018,solarino  15k,Carpet,2018-11-19,4326.0,799365.1
2018-W-WITF-ITA-39A-2018,solarino  15k,Carpet,2018-11-26,3340.0,686960.8
2018-W-WITF-ITA-40A-2018,solarino  15k,Carpet,2018-12-03,2357.0,552580.87
2018-W-WITF-ITA-41A-2018,solarino  15k,Carpet,2018-12-10,3087.0,427503.52
2018-W-WITF-ITA-42A-2018,ortisei  15k,Hard,2018-12-17,3876.0,715855.32
2018-W-WITF-JPN-01A-2018,yokohama  25k,Hard,2018-03-05,2893.0,547965.15
2018-W-WITF-JPN-02A-2018,toyota  25k,Hard,2018-03-12,2793.0,490141.33
2018-W-WITF-JPN-03A-2018,nishi tama  15k,Hard,2018-03-19,3093.0,691160.93
2018-W-WITF-JPN-04A-2018,kofu  25k,Hard,2018-03-26,3360.0,730253.54
2018-W-WITF-JPN-05A-2018,kashiwa  25k,Hard,2018-04-02,2892.0,572589.89
2018-W-WITF-JPN-06A-2018,osaka  25k,Hard,2018-04-09,4512.0,1127718.81
2018-W-WITF-JPN-07A-2018,gifu  80k,Hard,2018-04-30,3257.0,759852.58
2018-W-WITF-JPN-08A-2018,fukuoka  60k,Carpet,2018-05-07,3334.0,565736.53
2018-W-WITF-JPN-09A-2018,kurume  60k,Carpet,2018-05-14,3133.0,648889.55
2018-W-WITF-JPN-10A-2018,karuizawa  25k,Carpet,2018-05-21,2684.0,639783.27
2018-W-WITF-JPN-11A-2018,kofu  25k,Hard,2018-06-11,2677.0,602685.98
2018-W-WITF-JPN-12A-2018,tsukuba  25k,Hard,2018-08-20,3352.0,622544.54
2018-W-WITF-JPN-13A-2018,nanao  25k,Carpet,2018-08-27,3270.0,663880.84
2018-W-WITF-JPN-14A-2018,kyoto  15k,Hard,2018-09-03,3933.0,1045203.95
2018-W-WITF-JPN-15A-2018,makinohara  25k,Carpet,2018-10-08,3274.0,607899.74
2018-W-WITF-JPN-16A-2018,hamamatsu  25k,Carpet,2018-10-15,2777.0,564735.32
2018-W-WITF-KAZ-01A-2018,shymkent  15k,Clay,2018-04-09,3173.0,601619.23
2018-W-WITF-KAZ-02A-2018,shymkent  15k,Clay,2018-04-16,3191.0,614937.47
2018-W-WITF-KAZ-03A-2018,almaty  15k,Clay,2018-09-10,4238.0,845509.13
2018-W-WITF-KAZ-04A-2018,shymkent  15k,Clay,2018-09-17,3622.0,716876.75
2018-W-WITF-KAZ-05A-2018,shymkent  15k,Clay,2018-09-24,3597.0,964777.59
2018-W-WITF-KAZ-06A-2018,almaty  15k,Hard,2018-07-09,3583.0,838038.09
2018-W-WITF-KAZ-07A-2018,astana  80k,Hard,2018-07-16,1015.0,209483.08
2018-W-WITF-KAZ-08A-2018,almaty  25k,Clay,2018-08-27,2109.0,361340.78
2018-W-WITF-KOR-02A-2018,goyang  25k,Hard,2018-05-07,3163.0,521380.56
2018-W-WITF-KOR-03A-2018,incheon  25k,Hard,2018-05-14,2906.0,614719.87
2018-W-WITF-KOR-04A-2018,changwon  25k,Hard,2018-05-21,3245.0,554352.07
2018-W-WITF-KOR-05A-2018,sangju  15k,Hard,2018-06-04,2407.0,539913.8
2018-W-WITF-KOR-06A-2018,gyeongsan  15k,Hard,2018-06-11,3911.0,936829.75
2018-W-WITF-KOR-07A-2018,daegu  25k,Hard,2018-06-18,4356.0,1021079.98
2018-W-WITF-KOR-08A-2018,gimcheon  15k,Hard,2018-08-13,3271.0,582032.19
2018-W-WITF-KOR-09A-2018,gimcheon  15k,Hard,2018-08-20,2186.0,446464.5
2018-W-WITF-KOR-10A-2018,yeongwol  15k,Hard,2018-08-27,3441.0,808039.07
2018-W-WITF-KOR-11A-2018,yeongwol  15k,Hard,2018-09-03,4262.0,761136.35
2018-W-WITF-LUX-01A-2018,petange  25k,Hard,2018-10-29,2949.0,552543.51
2018-W-WITF-MEX-01A-2018,irapuato  25k,Hard,2018-03-12,4138.0,507402.83
2018-W-WITF-MEX-02A-2018,mexico city  15k,Hard,2018-10-29,2862.0,557797.64
2018-W-WITF-MNE-01A-2018,podgorica  25k,Clay,2018-09-17,3033.0,584785.49
2018-W-WITF-NED-01A-2018,alkmaar  15k,Clay,2018-06-25,2707.0,475008.4
2018-W-WITF-NED-02A-2018,den haag  15k,Clay,2018-07-02,2139.0,411068.29
2018-W-WITF-NED-03A-2018,amstelveen  15k,Clay,2018-07-09,3293.0,680904.76
2018-W-WITF-NED-04A-2018,oldenzaal  15k,Clay,2018-08-13,3996.0,774692.51
2018-W-WITF-NED-05A-2018,rotterdam  15k,Clay,2018-08-20,3328.0,589126.0
2018-W-WITF-NED-06A-2018,haren  15k,Clay,2018-08-27,2185.0,474988.91
2018-W-WITF-NGR-01A-2018,lagos  25k,Hard,2018-10-01,3684.0,796061.46
2018-W-WITF-NGR-02A-2018,lagos  25k,Hard,2018-10-08,4290.0,862412.04
2018-W-WITF-NOR-01A-2018,sandelfjord  15k,Clay,2018-07-23,3985.0,770548.18
2018-W-WITF-NOR-02A-2018,oslo  25k,Hard,2018-10-22,2788.0,482727.74
2018-W-WITF-PAR-01A-2018,lambare  15k,Clay,2018-08-20,3159.0,478555.68
2018-W-WITF-PAR-02A-2018,asuncion  15k,Clay,2018-08-27,2168.0,445058.22
2018-W-WITF-PAR-03A-2018,luque  15k,Hard,2018-09-03,3778.0,807189.56
2018-W-WITF-POL-05A-2018,torun  25k,Clay,2018-06-25,3583.0,770227.86
2018-W-WITF-POL-06A-2018,warsaw  25k,Clay,2018-08-06,3555.0,658784.04
2018-W-WITF-POR-01A-2018,obidos  25k,Carpet,2018-04-09,3160.0,693506.32
2018-W-WITF-POR-02A-2018,obidos  25k,Carpet,2018-04-16,3900.0,1019241.47
2018-W-WITF-POR-03A-2018,obidos  25k,Carpet,2018-04-23,3257.0,461178.69
2018-W-WITF-POR-04A-2018,oeiras  15k,Clay,2018-05-21,2803.0,604938.26
2018-W-WITF-POR-05A-2018,obidos  25k,Carpet,2018-05-28,3771.0,662574.23
2018-W-WITF-POR-06A-2018,obidos  25k,Carpet,2018-06-04,3624.0,614379.13
2018-W-WITF-POR-08A-2018,amarante  15k,Hard,2018-06-18,3577.0,923640.25
2018-W-WITF-POR-09A-2018,guimaraes  15k,Hard,2018-06-25,4608.0,916116.58
2018-W-WITF-POR-10A-2018,corroios seixal  15k,Hard,2018-07-02,3418.0,610915.87
2018-W-WITF-POR-11A-2018,porto  25k,Clay,2018-07-23,2224.0,377484.8
2018-W-WITF-POR-12A-2018,setubal  25k,Hard,2018-07-09,2648.0,513933.14
2018-W-WITF-POR-13A-2018,figueira da foz  25k,Hard,2018-07-16,4351.0,770718.94
2018-W-WITF-POR-14A-2018,santarem  15k,Hard,2018-09-03,3243.0,674003.65
2018-W-WITF-POR-15A-2018,montemor o novo  15k,Hard,2018-09-10,2053.0,389213.94
2018-W-WITF-POR-16A-2018,lisbon  25k,Hard,2018-09-17,3181.0,581455.2
2018-W-WITF-POR-17A-2018,obidos  25k,Carpet,2018-09-24,3484.0,340183.6
2018-W-WITF-POR-18A-2018,obidos  25k,Carpet,2018-10-01,2775.0,557707.17
2018-W-WITF-POR-20A-2018,lousada  15k,Hard,2018-10-22,3290.0,531967.11
2018-W-WITF-POR-21A-2018,lousada  15k,Hard,2018-10-29,2641.0,515462.22
2018-W-WITF-POR-22A-2018,cantanhede  15k,Carpet,2018-10-15,4900.0,822503.95
2018-W-WITF-ROU-01B-2018,curtea de arges  15k,Clay,2018-06-25,3219.0,717783.6
2018-W-WITF-ROU-02A-2018,focsani  15k,Clay,2018-07-02,3949.0,746631.44
2018-W-WITF-ROU-03A-2018,bucharest  15k,Clay,2018-07-09,4352.0,677573.69
2018-W-WITF-ROU-07A-2018,arad  15k,Clay,2018-08-06,3190.0,617003.8
2018-W-WITF-ROU-09A-2018,bucharest  15k,Clay,2018-08-20,3966.0,768098.32
2018-W-WITF-RSA-01A-2018,stellenbosch  15k,Hard,2018-11-19,2504.0,513883.68
2018-W-WITF-RSA-02A-2018,stellenbosch  15k,Hard,2018-11-26,2931.0,381333.21
2018-W-WITF-RSA-03A-2018,stellenbosch  15k,Hard,2018-12-03,3520.0,571637.4
2018-W-WITF-RUS-01A-2018,moscow  15k,Hard,2018-02-26,3586.0,563189.16
2018-W-WITF-RUS-02A-2018,kazan  15k,Hard,2018-03-12,2768.0,498429.94
2018-W-WITF-RUS-03A-2018,khimki  100k,Hard,2018-04-30,3655.0,838252.98
2018-W-WITF-RUS-04A-2018,kazan  15k,Clay,2018-07-30,2528.0,563642.79
2018-W-WITF-RUS-05A-2018,kazan  15k,Clay,2018-08-06,2793.0,531701.48
2018-W-WITF-RUS-06A-2018,moscow  15k,Clay,2018-08-13,3368.0,625996.28
2018-W-WITF-RUS-07A-2018,moscow  15k,Clay,2018-08-20,3098.0,482197.33
2018-W-WITF-RUS-08A-2018,moscow  15k,Clay,2018-08-27,3505.0,719136.86
2018-W-WITF-SGP-01A-2018,singapore  25k,Hard,2018-06-04,2919.0,585640.23
2018-W-WITF-SGP-02A-2018,singapore  25k,Hard,2018-06-11,2524.0,408489.56
2018-W-WITF-SLO-01A-2018,maribor  15k,Clay,2018-06-11,3319.0,676007.15
2018-W-WITF-SRB-01A-2018,nis  15k,Clay,2018-05-28,3652.0,621435.56
2018-W-WITF-SRB-02A-2018,prokuplje  15k,Clay,2018-07-02,2255.0,433601.8
2018-W-WITF-SRB-03A-2018,prokuplje  15k,Clay,2018-07-09,2728.0,472638.55
2018-W-WITF-SRB-04A-2018,vrnjacka banja  15k,Clay,2018-08-20,3687.0,857868.74
2018-W-WITF-SUI-01A-2018,chiasso  25k,Clay,2018-04-16,2757.0,497866.74
2018-W-WITF-SUI-01B-2018,klosters  25k,Clay,2018-06-18,3085.0,623198.93
2018-W-WITF-SUI-02A-2018,montreux  60k,Clay,2018-09-03,4122.0,812223.88
2018-W-WITF-SUI-03A-2018,verbier  15k,Clay,2018-06-25,4309.0,845076.56
2018-W-WITF-SUI-04A-2018,caslano  15k,Clay,2018-08-20,3636.0,661577.86
2018-W-WITF-SVK-01A-2018,trnava  15k,Hard,2018-02-05,3434.0,590396.36
2018-W-WITF-SVK-02A-2018,trnava  100k,Clay,2018-05-14,2882.0,600796.67
2018-W-WITF-SWE-01A-2018,karlskrona  15k,Clay,2018-05-07,4403.0,678444.41
2018-W-WITF-SWE-02A-2018,gothenburg  15k,Clay,2018-05-14,3398.0,708212.36
2018-W-WITF-SWE-04A-2018,bastad  25k,Clay,2018-06-25,3530.0,774599.71
2018-W-WITF-SWE-05A-2018,stockholm  15k,Hard,2018-10-22,3703.0,886721.27
2018-W-WITF-SWE-06A-2018,stockholm  15k,Hard,2018-10-29,3833.0,615538.93
2018-W-WITF-THA-01A-2018,hua hin  15k,Hard,2018-04-30,3852.0,694792.1
2018-W-WITF-THA-02A-2018,hua hin  15k,Hard,2018-05-07,4160.0,809418.38
2018-W-WITF-THA-03A-2018,hua hin  25k,Hard,2018-05-28,3191.0,479538.34
2018-W-WITF-THA-04A-2018,hua hin  25k,Hard,2018-06-04,2998.0,562328.31
2018-W-WITF-THA-05A-2018,nonthaburi  25k,Hard,2018-07-09,3097.0,693646.47
2018-W-WITF-THA-06A-2018,nonthaburi  25k,Hard,2018-07-16,3726.0,804044.21
2018-W-WITF-THA-07A-2018,nonthaburi  25k,Hard,2018-08-06,3687.0,691152.56
2018-W-WITF-THA-08A-2018,nonthaburi  25k,Hard,2018-08-13,3283.0,671070.2
2018-W-WITF-THA-09A-2018,nonthaburi  15k,Hard,2018-08-27,3259.0,581920.93
2018-W-WITF-THA-10A-2018,nonthaburi  15k,Hard,2018-09-03,3695.0,737181.97
2018-W-WITF-THA-11A-2018,nonthaburi  15k,Hard,2018-10-29,3352.0,624465.14
2018-W-WITF-THA-12A-2018,nonthaburi  15k,Hard,2018-11-05,2542.0,393195.75
2018-W-WITF-THA-13A-2018,nonthaburi  15k,Hard,2018-11-12,4127.0,834652.6
2018-W-WITF-THA-14A-2018,hua hin  15k,Hard,2018-11-26,2581.0,507217.75
2018-W-WITF-THA-15A-2018,hua hin  15k,Hard,2018-12-03,2810.0,472839.26
2018-W-WITF-TPE-01A-2018,taipei  15k,Hard,2018-07-23,3738.0,793610.07
2018-W-WITF-TTO-01A-2018,tacarigua  15k,Hard,2018-05-07,3091.0,524538.22
2018-W-WITF-TUN-01A-2018,hammamet  15k,Clay,2018-01-08,4260.0,570334.31
2018-W-WITF-TUN-02A-2018,hammamet  15k,Clay,2018-01-15,3036.0,675873.05
2018-W-WITF-TUN-03A-2018,hammamet  15k,Clay,2018-01-22,2626.0,526525.09
2018-W-WITF-TUN-04A-2018,hammamet  15k,Clay,2018-01-29,4562.0,1024563.99
2018-W-WITF-TUN-05A-2018,hammamet  15k,Clay,2018-02-05,1922.0,375309.72
2018-W-WITF-TUN-06A-2018,hammamet  15k,Clay,2018-02-12,3144.0,815308.17
2018-W-WITF-TUN-07A-2018,hammamet  15k,Clay,2018-02-19,4691.0,848677.82
2018-W-WITF-TUN-08A-2018,hammamet  15k,Clay,2018-02-26,2835.0,698191.98
2018-W-WITF-TUN-09A-2018,hammamet  15k,Clay,2018-03-05,3679.0,837691.11
2018-W-WITF-TUN-10A-2018,hammamet  15k,Clay,2018-03-12,4384.0,729795.33
2018-W-WITF-TUN-11A-2018,hammamet  15k,Clay,2018-03-19,2557.0,466214.49
2018-W-WITF-TUN-12A-2018,hammamet  15k,Clay,2018-03-26,3857.0,636804.66
2018-W-WITF-TUN-12B-2018,hammamet  15k,Clay,2018-04-02,3612.0,687633.32
2018-W-WITF-TUN-13A-2018,tunis  25k,Clay,2018-04-09,2854.0,468237.35
2018-W-WITF-TUN-14A-2018,hammamet  15k,Clay,2018-04-16,4072.0,954139.48
2018-W-WITF-TUN-15A-2018,hammamet  15k,Clay,2018-04-23,3739.0,914669.97
2018-W-WITF-TUN-16A-2018,hammamet  15k,Clay,2018-04-30,3042.0,424487.95
2018-W-WITF-TUN-17A-2018,hammamet  15k,Clay,2018-05-07,2719.0,561024.65
2018-W-WITF-TUN-18A-2018,hammamet  15k,Clay,2018-05-14,3146.0,660737.01
2018-W-WITF-TUN-19A-2018,hammamet  15k,Clay,2018-05-21,3191.0,767726.73
2018-W-WITF-TUN-20A-2018,hammamet  15k,Clay,2018-05-28,3894.0,645818.41
2018-W-WITF-TUN-21A-2018,hammamet  15k,Clay,2018-06-04,2640.0,473175.19
2018-W-WITF-TUN-22A-2018,hammamet  15k,Clay,2018-06-11,3827.0,690426.82
2018-W-WITF-TUN-24A-2018,hammamet  15k,Clay,2018-06-25,2940.0,578049.84
2018-W-WITF-TUN-29A-2018,monastir  15k,Hard,2018-09-03,3725.0,657354.53
2018-W-WITF-TUN-30A-2018,monastir  15k,Hard,2018-09-10,3497.0,708080.45
2018-W-WITF-TUN-31A-2018,monastir  15k,Hard,2018-09-17,3068.0,588728.87
2018-W-WITF-TUN-32A-2018,monastir  15k,Hard,2018-09-24,2836.0,540062.06
2018-W-WITF-TUN-35A-2018,monastir  15k,Hard,2018-10-15,3039.0,665464.08
2018-W-WITF-TUN-36A-2018,monastir  15k,Hard,2018-10-22,2986.0,714064.68
2018-W-WITF-TUN-37A-2018,monastir  15k,Hard,2018-10-29,2673.0,560025.91
2018-W-WITF-TUN-38A-2018,monastir  15k,Hard,2018-11-05,3155.0,545482.04
2018-W-WITF-TUN-39A-2018,monastir  15k,Hard,2018-11-12,4043.0,843668.79
2018-W-WITF-TUN-40A-2018,monastir  15k,Hard,2018-11-19,2749.0,515339.33
2018-W-WITF-TUN-41A-2018,monastir  15k,Hard,2018-11-26,3229.0,730758.43
2018-W-WITF-TUN-42A-2018,monastir  15k,Hard,2018-12-03,3905.0,697726.72
2018-W-WITF-TUN-43A-2018,monastir  15k,Hard,2018-12-10,2866.0,580234.48
2018-W-WITF-TUN-44A-2018,monastir  15k,Hard,2018-12-17,2891.0,455381.35
2018-W-WITF-TUR-01A-2018,antalya  15k,Clay,2018-01-08,3051.0,487283.7
2018-W-WITF-TUR-02A-2018,antalya  15k,Clay,2018-01-15,3350.0,718313.79
2018-W-WITF-TUR-03A-2018,antalya  15k,Clay,2018-01-22,2909.0,607852.01
2018-W-WITF-TUR-04A-2018,antalya  15k,Hard,2018-01-29,2876.0,486290.43
2018-W-WITF-TUR-05A-2018,antalya  15k,Hard,2018-02-05,3513.0,686376.96
2018-W-WITF-TUR-06A-2018,antalya  15k,Hard,2018-02-12,4379.0,609721.16
2018-W-WITF-TUR-07A-2018,antalya  15k,Clay,2018-02-19,2354.0,415741.32
2018-W-WITF-TUR-08A-2018,antalya  15k,Clay,2018-02-26,3515.0,550277.55
2018-W-WITF-TUR-09A-2018,antalya  15k,Clay,2018-03-05,2996.0,498837.48
2018-W-WITF-TUR-10A-2018,antalya  15k,Clay,2018-03-12,3095.0,604474.79
2018-W-WITF-TUR-11A-2018,antalya  15k,Clay,2018-03-19,3198.0,754261.15
2018-W-WITF-TUR-12A-2018,antalya  15k,Clay,2018-03-26,3414.0,766977.26
2018-W-WITF-TUR-13A-2018,antalya  15k,Clay,2018-04-02,4021.0,1071256.55
2018-W-WITF-TUR-14A-2018,antalya  15k,Clay,2018-04-16,2595.0,492246.53
2018-W-WITF-TUR-15A-2018,antalya  15k,Clay,2018-04-23,2453.0,452069.12
2018-W-WITF-TUR-16A-2018,antalya  15k,Clay,2018-04-30,3046.0,535954.1
2018-W-WITF-TUR-17A-2018,istanbul  60k,Hard,2018-04-09,3782.0,794405.93
2018-W-WITF-TUR-18A-2018,antalya  15k,Clay,2018-05-07,3965.0,938313.43
2018-W-WITF-TUR-19A-2018,antalya  15k,Clay,2018-05-14,4700.0,969560.08
2018-W-WITF-TUR-20A-2018,antalya  15k,Clay,2018-05-21,3307.0,728882.01
2018-W-WITF-TUR-21A-2018,antalya  15k,Clay,2018-05-28,3602.0,696294.27
2018-W-WITF-TUR-22A-2018,antalya  15k,Clay,2018-06-04,3445.0,642862.27
2018-W-WITF-TUR-26A-2018,antalya  15k,Hard,2018-09-17,4367.0,824366.98
2018-W-WITF-TUR-27A-2018,antalya  15k,Hard,2018-09-24,3459.0,468500.82
2018-W-WITF-TUR-28A-2018,antalya  15k,Hard,2018-10-01,3605.0,881135.45
2018-W-WITF-TUR-29A-2018,antalya  15k,Hard,2018-10-08,3644.0,738088.48
2018-W-WITF-TUR-30A-2018,antalya  15k,Hard,2018-10-15,3636.0,839367.12
2018-W-WITF-TUR-31A-2018,istanbul  25k,Hard,2018-10-22,4204.0,754131.56
2018-W-WITF-TUR-32A-2018,antalya  15k,Hard,2018-10-29,3061.0,557536.14
2018-W-WITF-TUR-33A-2018,antalya  15k,Hard,2018-11-05,3812.0,857990.06
2018-W-WITF-TUR-34A-2018,antalya  15k,Clay,2018-11-12,2572.0,434823.7
2018-W-WITF-TUR-35A-2018,antalya  15k,Hard,2018-11-19,2889.0,533846.39
2018-W-WITF-TUR-37A-2018,antalya  15k,Hard,2018-12-03,4707.0,896518.97
2018-W-WITF-TUR-38A-2018,antalya  15k,Hard,2018-12-10,3029.0,586911.9
2018-W-WITF-TUR-39A-2018,antalya  15k,Hard,2018-12-17,2631.0,598327.38
2018-W-WITF-UAE-01A-2018,dubai  100k,Hard,2018-12-10,3501.0,563398.72
2018-W-WITF-UKR-01A-2018,chornomorsk  15k,Clay,2018-09-24,4040.0,875667.44
2018-W-WITF-UKR-02A-2018,chornomorsk  15k,Clay,2018-10-01,3130.0,564093.49
2018-W-WITF-USA-01A-2018,daytona beach fl  25k,Clay,2018-01-08,4885.0,1042369.53
2018-W-WITF-USA-02A-2018,orlando fl  25k,Clay,2018-01-15,3301.0,613657.34
2018-W-WITF-USA-03A-2018,wesley chapel fl  25k,Clay,2018-01-22,3381.0,571424.97
2018-W-WITF-USA-04A-2018,midland mi  100k,Hard,2018-01-29,3129.0,705282.63
2018-W-WITF-USA-05A-2018,surprise az  25k,Hard,2018-02-12,3354.0,813171.53
2018-W-WITF-USA-06A-2018,rancho santa fe ca  25k,Hard,2018-02-19,4376.0,1085303.16
2018-W-WITF-USA-07A-2018,orlando fl  15k,Clay,2018-03-05,3444.0,725522.11
2018-W-WITF-USA-08A-2018,tampa fl  15k,Clay,2018-03-12,2719.0,533888.51
2018-W-WITF-USA-09A-2018,jackson ms  25k,Clay,2018-04-02,3167.0,674531.47
2018-W-WITF-USA-10A-2018,indian harbour beach fl  60k,Clay,2018-04-09,3083.0,512483.52
2018-W-WITF-USA-11A-2018,pelham al  25k,Clay,2018-04-09,3855.0,529439.55
2018-W-WITF-USA-12A-2018,dothan al  80k,Clay,2018-04-16,4700.0,933294.67
2018-W-WITF-USA-13A-2018,charlottesville va  80k,Clay,2018-04-23,3405.0,810751.74
2018-W-WITF-USA-14A-2018,charleston sc  80k,Clay,2018-04-30,3324.0,579595.51
2018-W-WITF-USA-15A-2018,osprey fl  25k,Clay,2018-05-21,3020.0,612782.98
2018-W-WITF-USA-16A-2018,naples fl  25k,Clay,2018-05-28,2896.0,516630.54
2018-W-WITF-USA-17A-2018,bethany beach de  25k,Clay,2018-06-04,2320.0,499987.14
2018-W-WITF-USA-19A-2018,baton rouge la  25k,Hard,2018-06-18,1899.0,366345.24
2018-W-WITF-USA-20A-2018,honolulu hi  60k,Hard,2018-07-09,2633.0,570368.58
2018-W-WITF-USA-21A-2018,berkeley ca  60k,Hard,2018-07-16,3055.0,619656.84
2018-W-WITF-USA-22A-2018,ashland ky  60k,Hard,2018-07-23,3039.0,780146.13
2018-W-WITF-USA-24A-2018,lexington ky  60k,Hard,2018-07-30,2981.0,671685.94
2018-W-WITF-USA-25A-2018,fort worth tx  25k,Hard,2018-07-30,3836.0,791272.04
2018-W-WITF-USA-29A-2018,lubbock tx  25k,Hard,2018-09-17,3064.0,602948.98
2018-W-WITF-USA-33A-2018,stockton ca  60k,Hard,2018-10-01,3990.0,784066.65
2018-W-WITF-USA-34A-2018,charleston sc  25k,Clay,2018-10-01,3061.0,747928.58
2018-W-WITF-USA-35A-2018,florence sc  25k,Hard,2018-10-15,3514.0,643336.71
2018-W-WITF-USA-36A-2018,macon ga  80k,Hard,2018-10-22,3069.0,620803.72
2018-W-WITF-USA-37A-2018,tyler tx  80k,Hard,2018-10-29,2891.0,680019.86
2018-W-WITF-USA-38A-2018,las vegas nv  80k,Hard,2018-11-05,2545.0,480907.07
2018-W-WITF-USA-39A-2018,lawrence ks  25k,Hard,2018-11-05,3766.0,678724.54
2018-W-WITF-USA-40A-2018,norman ok  25k,Hard,2018-11-12,4230.0,739113.41
2018-W-WITF-UZB-01A-2018,karshi  25k,Hard,2018-04-23,2798.0,597576.84
2018-W-WITF-UZB-02A-2018,andijan  25k,Hard,2018-05-28,4362.0,788523.59
2018-W-WITF-UZB-03A-2018,namangan  25k,Hard,2018-06-04,4305.0,912346.56
2018-W-WITF-UZB-04A-2018,fergana  25k,Hard,2018-06-18,3417.0,552759.64
2018-W-WITF-AUS-09A-2018,cairns  25k,Hard,2018-09-17,1556.0,310800.11
2018-W-WITF-ISR-05A-2018,tiberias  15k,Hard,2018-05-14,3331.0,565785.8
2018-W-WITF-CHN-19A-2018,anning 15k,Clay,2018-09-24,4285.0,936136.2
2018-W-WITF-CZE-09A-2018,brno 15k,Clay,2018-09-24,2798.0,645956.99
2018-W-WITF-EGY-19A-2018,cairo 15k,Clay,2018-09-24,3509.0,628889.93
2018-W-WITF-ESP-20A-2018,telde   l p de gran canaria 15k,Clay,2018-10-01,3269.0,632211.28
2018-W-WITF-ESP-25A-2018,castellon 15k,Clay,2018-11-12,3193.0,577045.06
2018-W-WITF-FIN-01A-2018,tampere 15k,Clay,2018-07-23,3095.0,453845.14
2018-W-WITF-GER-15A-2018,badenweiler 15k,Clay,2018-09-03,3215.0,557253.42
2018-W-WITF-TUN-23A-2018,hammamet 15k,Clay,2018-06-18,2952.0,660844.75
2018-W-WITF-TUN-33A-2018,monastir 15k,Hard,2018-10-01,2886.0,415498.42
2018-W-WITF-TUN-34A-2018,monastir 15k,Hard,2018-10-08,3777.0,829047.25
2018-W-WITF-TUR-36A-2018,antalya 15k,Hard,2018-11-26,2793.0,684732.92
2018-W-WITF-USA-32A-2018,hilton head island sc 15k,Clay,2018-09-24,4052.0,732628.02
2019-1059,taipei,Hard,2019-11-11,2722.0,443410.22
2019-1103,indian wells 125k,Hard,2019-02-25,7555.0,1315296.12
2019-1104,anning,Clay,2019-04-22,3264.0,744863.72
2019-2001,houston,Hard,2019-11-11,5691.0,1046990.04
2019-2002,guadalajara,Hard,2019-03-11,3297.0,606437.79
2019-2003,bastad,Clay,2019-07-08,3105.0,559907.57
2019-2004,karlsruhe,Clay,2019-07-29,2990.0,587901.14
2019-2007,new haven,Hard,2019-09-02,7070.0,1693538.95
2019-W-ITF-ARG-01A-2019,w15 buenos aires,Clay,2019-09-09,3581.0,725052.68
2019-W-ITF-ARG-02A-2019,w15 buenos aires,Clay,2019-09-16,2751.0,667764.61
2019-W-ITF-ARG-03A-2019,w15 buenos aires,Clay,2019-10-07,2859.0,464061.45
2019-W-ITF-AUS-01A-2019,w25 playford,Hard,2018-12-31,1982.0,343170.58
2019-W-ITF-AUS-02A-2019,w60 burnie,Hard,2019-01-21,3604.0,614803.61
2019-W-ITF-AUS-03A-2019,w60 launceston,Hard,2019-01-28,3365.0,790263.77
2019-W-ITF-AUS-04A-2019,w15 port pirie,Hard,2019-02-11,3243.0,558383.46
2019-W-ITF-AUS-05A-2019,w15 perth,Hard,2019-02-18,2483.0,507586.04
2019-W-ITF-AUS-06A-2019,w25 mildura,Grass,2019-03-04,3513.0,554326.94
2019-W-ITF-AUS-07A-2019,w25 canberra,Clay,2019-03-18,2787.0,496646.49
2019-W-ITF-AUS-08A-2019,w25 canberra,Clay,2019-03-25,2481.0,549561.76
2019-W-ITF-AUS-09A-2019,w25 cairns,Hard,2019-09-16,3764.0,776161.58
2019-W-ITF-AUS-10A-2019,w60 darwin,Hard,2019-09-23,3438.0,744506.97
2019-W-ITF-AUS-11A-2019,w25 brisbane,Hard,2019-09-30,1882.0,320336.09
